transaction_id,passenger_id,passenger_name,date,route,ticket_type,fare_paid_lkr,is_fraud,fraud_type,risk_score,risk_category,reason_for_flagging,suspected_fraud_type
TXN107558,PSG100104,Ashan Kumara,2024-02-29,Maradana - Puttalam,Full Fare,420,0,,20.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107561,PSG101462,Nuwan Jayawardena,2024-03-01,Colombo Fort - Matara,Full Fare,180,0,,6.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107563,PSG103147,Sunil Herath,2024-03-01,Colombo Fort - Ratnapura Line,Student Concession,72,0,,13.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107560,PSG101832,Nadeesha Weerasinghe,2024-03-01,Colombo Fort - Galle,Government Employee Concession,252,0,,20.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107559,PSG101013,Dilani Rajapaksha,2024-03-01,Colombo Fort - Ratnapura Line,Full Fare,180,0,,11.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107562,PSG100159,Gayan Kumara,2024-03-01,Kandy - Badulla (Upcountry local),Student Concession,168,0,,19.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107572,PSG101490,Hansika Fernando,2024-03-02,Colombo Fort - Negombo (Coastal Line local),Senior Citizen Concession,90,0,,29.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107569,PSG102437,Chamara Ekanayake,2024-03-02,Colombo Fort - Jaffna,Season Ticket,210,0,,27.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107573,PSG101586,Nuwan Wickramasinghe,2024-03-02,Maradana - Puttalam,Full Fare,180,0,,11.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107564,PSG102449,Sachini Senanayake,2024-03-02,Colombo Fort - Galle,Government Employee Concession,252,1,Ticket Reuse,73.9,High,Ticket scanned multiple times (possible reuse),Ticket Reuse
TXN107571,PSG102335,Sunil Ekanayake,2024-03-02,Kandy - Badulla (Upcountry local),Student Concession,72,0,,27.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107567,PSG100117,Ishara Herath,2024-03-02,Colombo Fort - Badulla,Full Fare,420,0,,19.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107565,PSG100151,Nimal Wijesekara,2024-03-02,Colombo Fort - Trincomalee,Government Employee Concession,108,0,,24.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107566,PSG103135,Nadeesha Kumara,2024-03-02,Colombo Fort - Batticaloa,Full Fare,420,0,,35.9,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107568,PSG101493,Sachini Kumara,2024-03-02,Colombo Fort - Matara,Student Concession,72,0,,24.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107570,PSG102852,Lasith de Zoysa,2024-03-02,Colombo Fort - Batticaloa,Full Fare,180,0,,19.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107576,PSG100038,Lasith Bandara,2024-03-03,Colombo Fort - Kandy,Government Employee Concession,99,1,Abnormal Concession Usage,72.8,High,Fare paid does not match official concession rate; Passenger has multiple prior fraud incidents; Irregular fare during off-peak/night hours,Abnormal Concession Usage
TXN107579,PSG102872,Nimal Perera,2024-03-03,Colombo Fort - Trincomalee,Full Fare,180,0,,22.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107574,PSG101344,Chathurika Rajapaksha,2024-03-03,Colombo Fort - Badulla,Senior Citizen Concession,90,0,,18.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107578,PSG101453,Dilani Abeywardena,2024-03-03,Colombo Fort - Anuradhapura,Student Concession,72,0,,26.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107575,PSG102156,Kasun Fernando,2024-03-03,Colombo Fort - Jaffna,Student Concession,380,0,,30.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107577,PSG101072,Kasun Rathnayake,2024-03-03,Maradana - Puttalam,Government Employee Concession,570,0,,50.3,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107582,PSG100525,Nadeesha Dissanayake,2024-03-04,Colombo Fort - Galle,Full Fare,420,1,Suspicious Resale,69.3,High,Online booking with no assigned seat (possible resale),Suspicious Resale
TXN107581,PSG101258,Anushka Karunaratne,2024-03-04,Colombo Fort - Batticaloa,Full Fare,180,0,,10.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107580,PSG101588,Dilani Gunawardena,2024-03-04,Colombo Fort - Kurunegala,Full Fare,180,0,,11.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107583,PSG101580,Saman Wijesekara,2024-03-04,Kandy - Badulla (Upcountry local),Student Concession,72,0,,14.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107584,PSG100195,Sachini Jayawardena,2024-03-04,Colombo Fort - Trincomalee,Student Concession,72,0,,19.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107585,PSG102130,Priyantha Bandara,2024-03-05,Kandy - Badulla (Upcountry local),Full Fare,180,0,,27.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107588,PSG101056,Roshan Abeywardena,2024-03-05,Colombo Fort - Ratnapura Line,Full Fare,180,0,,17.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107587,PSG101112,Nuwan Amarasinghe,2024-03-05,Maradana - Puttalam,Student Concession,72,0,,20.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107586,PSG103194,Priyantha Amarasinghe,2024-03-05,Colombo Fort - Kurunegala,Season Ticket,90,0,,12.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107589,PSG102157,Sachini Gunawardena,2024-03-05,Colombo Fort - Vavuniya,Senior Citizen Concession,90,0,,24.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107596,PSG101967,Chamara de Zoysa,2024-03-06,Colombo Fort - Anuradhapura,Government Employee Concession,108,0,,39.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107592,PSG102829,Nadeesha Herath,2024-03-06,Colombo Fort - Vavuniya,Full Fare,180,0,,9.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107594,PSG102554,Lasith Gunawardena,2024-03-06,Colombo Fort - Badulla,Government Employee Concession,108,0,,27.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107600,PSG102373,Sachini Gunawardena,2024-03-06,Colombo Fort - Ratnapura Line,Full Fare,420,0,,15.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107595,PSG102644,Ashan Gunawardena,2024-03-06,Colombo Fort - Anuradhapura,Senior Citizen Concession,90,0,,36.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107601,PSG102630,Chaminda Fernando,2024-03-06,Colombo Fort - Jaffna,Government Employee Concession,108,0,,19.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107599,PSG102044,Chaminda Rajapaksha,2024-03-06,Colombo Fort - Kandy,Senior Citizen Concession,90,0,,29.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107598,PSG101785,Malsha de Zoysa,2024-03-06,Colombo Fort - Vavuniya,Senior Citizen Concession,210,0,,39.8,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107590,PSG102062,Malsha Karunaratne,2024-03-06,Colombo Fort - Badulla,Government Employee Concession,108,0,,14.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107597,PSG100024,Anushka Kumara,2024-03-06,Maradana - Puttalam,Senior Citizen Concession,210,0,,21.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107593,PSG101504,Dilani de Zoysa,2024-03-06,Maradana - Puttalam,Full Fare,420,0,,13.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107591,PSG102902,Lasith Silva,2024-03-06,Colombo Fort - Badulla,Student Concession,168,0,,40.4,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107603,PSG101080,Piyumi Bandara,2024-03-07,Colombo Fort - Badulla,Student Concession,72,0,,13.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107609,PSG100104,Ashan Kumara,2024-03-07,Colombo Fort - Kandy,Student Concession,72,0,,27.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107608,PSG100010,Nadeesha Dissanayake,2024-03-07,Maradana - Puttalam,Season Ticket,90,0,,25.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107607,PSG102371,Nuwan Wickramasinghe,2024-03-07,Colombo Fort - Galle,Full Fare,180,0,,8.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107604,PSG102664,Chamara Weerasinghe,2024-03-07,Colombo Fort - Galle,Full Fare,420,0,,22.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107605,PSG102532,Nadeesha Ekanayake,2024-03-07,Maradana - Puttalam,Student Concession,72,0,,27.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107602,PSG101287,Malsha Wickramasinghe,2024-03-07,Maradana - Puttalam,Full Fare,420,0,,14.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107606,PSG101285,Piyumi Abeywardena,2024-03-07,Colombo Fort - Kandy,Student Concession,380,0,,31.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107616,PSG101920,Yasas Weerasinghe,2024-03-08,Kandy - Badulla (Upcountry local),Student Concession,72,0,,13.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107610,PSG101810,Chaminda Bandara,2024-03-08,Colombo Fort - Anuradhapura,Government Employee Concession,108,0,,17.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107613,PSG101013,Dilani Rajapaksha,2024-03-08,Colombo Fort - Vavuniya,Full Fare,180,0,,7.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107614,PSG100434,Ravindu Perera,2024-03-08,Colombo Fort - Galle,Full Fare,180,1,Suspicious Resale,69.5,High,Online booking with no assigned seat (possible resale),Suspicious Resale
TXN107615,PSG102283,Hansika Herath,2024-03-08,Colombo Fort - Batticaloa,Disability Concession,126,0,,35.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107612,PSG101980,Gayan Wijesekara,2024-03-08,Colombo Fort - Batticaloa,Student Concession,168,0,,30.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107611,PSG102991,Roshan de Zoysa,2024-03-08,Colombo Fort - Batticaloa,Full Fare,180,1,Suspicious Resale,67.8,High,Online booking with no assigned seat (possible resale),Suspicious Resale
TXN107621,PSG101841,Priyantha Senanayake,2024-03-09,Colombo Fort - Matara,Full Fare,180,0,,13.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107617,PSG103092,Chamara Wijesekara,2024-03-09,Colombo Fort - Ratnapura Line,Government Employee Concession,90,1,Abnormal Concession Usage,78.0,High,Fare paid does not match official concession rate,Abnormal Concession Usage
TXN107622,PSG101193,Gayan Rajapaksha,2024-03-09,Colombo Fort - Vavuniya,Full Fare,420,1,Ticket Reuse,58.4,Medium,Ticket scanned multiple times (possible reuse),Ticket Reuse
TXN107626,PSG100188,Sachini Herath,2024-03-09,Colombo Fort - Matara,Government Employee Concession,252,0,,24.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107627,PSG102085,Tharindu Gunawardena,2024-03-09,Colombo Fort - Ratnapura Line,Full Fare,180,0,,14.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107620,PSG100504,Sachini Karunaratne,2024-03-09,Colombo Fort - Kandy,Season Ticket,210,0,,45.4,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107628,PSG100235,Sachini de Zoysa,2024-03-09,Colombo Fort - Jaffna,Season Ticket,90,0,,26.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107623,PSG103175,Kasun Perera,2024-03-09,Maradana - Puttalam,Student Concession,72,0,,18.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107618,PSG101987,Sunil Ekanayake,2024-03-09,Colombo Fort - Badulla,Full Fare,180,0,,18.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107625,PSG100713,Anushka Abeywardena,2024-03-09,Maradana - Puttalam,Full Fare,950,0,,42.0,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN107619,PSG103097,Lasith Dissanayake,2024-03-09,Colombo Fort - Vavuniya,Season Ticket,90,0,,22.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107624,PSG101651,Dilani Gunawardena,2024-03-09,Colombo Fort - Matara,Season Ticket,90,1,Suspicious Resale,74.1,High,Online booking with no assigned seat (possible resale),Suspicious Resale
TXN107633,PSG102098,Kavindi Silva,2024-03-10,Maradana - Puttalam,Full Fare,180,0,,14.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107629,PSG100908,Ashan Gunawardena,2024-03-10,Maradana - Puttalam,Full Fare,420,0,,32.2,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107631,PSG101632,Nadeesha Amarasinghe,2024-03-10,Maradana - Puttalam,Full Fare,180,0,,10.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107630,PSG101223,Malsha Amarasinghe,2024-03-10,Colombo Fort - Anuradhapura,Season Ticket,90,0,,18.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107635,PSG100949,Sachini Wickramasinghe,2024-03-10,Colombo Fort - Jaffna,Student Concession,168,0,,29.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107634,PSG101398,Yasas Senanayake,2024-03-10,Colombo Fort - Ratnapura Line,Student Concession,54,1,Abnormal Concession Usage,72.7,High,Fare paid does not match official concession rate,Abnormal Concession Usage
TXN107632,PSG101406,Chamara Rajapaksha,2024-03-10,Colombo Fort - Anuradhapura,Full Fare,180,0,,13.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107641,PSG101542,Kasun Dissanayake,2024-03-11,Colombo Fort - Anuradhapura,Full Fare,420,0,,26.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107636,PSG102350,Yasas Fernando,2024-03-11,Colombo Fort - Vavuniya,Full Fare,180,0,,10.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107638,PSG101094,Ravindu Senanayake,2024-03-11,Colombo Fort - Vavuniya,Full Fare,180,0,,7.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107643,PSG102637,Dilani Bandara,2024-03-11,Colombo Fort - Anuradhapura,Full Fare,180,0,,7.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107640,PSG100963,Kasun Silva,2024-03-11,Colombo Fort - Trincomalee,Full Fare,180,0,,20.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107642,PSG100106,Malsha Rathnayake,2024-03-11,Colombo Fort - Matara,Full Fare,180,0,,20.8,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107639,PSG101374,Nuwan Rajapaksha,2024-03-11,Kandy - Badulla (Upcountry local),Senior Citizen Concession,90,0,,15.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107644,PSG101593,Sachini Rathnayake,2024-03-11,Colombo Fort - Badulla,Student Concession,380,0,,30.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107645,PSG100670,Kavindi Silva,2024-03-11,Colombo Fort - Matara,Student Concession,168,0,,31.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107637,PSG101000,Yasas Fernando,2024-03-11,Colombo Fort - Matara,Full Fare,420,0,,27.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107647,PSG102970,Ashan Weerasinghe,2024-03-12,Colombo Fort - Anuradhapura,Full Fare,420,0,,25.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107646,PSG100167,Ravindu de Zoysa,2024-03-12,Colombo Fort - Matara,Season Ticket,90,0,,19.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107649,PSG100064,Sithumini Amarasinghe,2024-03-12,Colombo Fort - Anuradhapura,Full Fare,180,0,,10.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107648,PSG100548,Sanduni Kumara,2024-03-12,Colombo Fort - Matara,Season Ticket,90,0,,11.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107651,PSG100426,Gayan Bandara,2024-03-13,Colombo Fort - Anuradhapura,Full Fare,180,0,,20.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107653,PSG101433,Lasith Jayawardena,2024-03-13,Colombo Fort - Vavuniya,Full Fare,180,0,,20.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107655,PSG100555,Dilani Bandara,2024-03-13,Colombo Fort - Vavuniya,Student Concession,72,0,,23.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107650,PSG100370,Piyumi Kumara,2024-03-13,Colombo Fort - Galle,Disability Concession,54,0,,48.9,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107652,PSG102991,Roshan de Zoysa,2024-03-13,Colombo Fort - Kandy,Full Fare,180,0,,22.1,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107654,PSG100702,Chamara Jayawardena,2024-03-13,Colombo Fort - Kurunegala,Government Employee Concession,90,1,Abnormal Concession Usage,88.0,High,Fare paid does not match official concession rate,Abnormal Concession Usage
TXN107661,PSG100252,Dinesh Weerasinghe,2024-03-14,Maradana - Puttalam,Government Employee Concession,252,1,Ticket Reuse,72.0,High,Ticket scanned multiple times (possible reuse),Ticket Reuse
TXN107656,PSG102568,Ravindu Ekanayake,2024-03-14,Colombo Fort - Batticaloa,Season Ticket,90,0,,15.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107660,PSG100494,Ashan Kumara,2024-03-14,Maradana - Puttalam,Full Fare,180,0,,36.2,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107657,PSG103065,Sunil Rathnayake,2024-03-14,Colombo Fort - Vavuniya,Full Fare,180,0,,6.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107659,PSG102348,Sunil Fernando,2024-03-14,Colombo Fort - Ratnapura Line,Student Concession,168,0,,38.9,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107662,PSG101218,Chathurika Ekanayake,2024-03-14,Colombo Fort - Kandy,Full Fare,420,0,,19.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107658,PSG100415,Ashan Bandara,2024-03-14,Colombo Fort - Ratnapura Line,Full Fare,420,0,,38.4,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107665,PSG102797,Sanduni Dissanayake,2024-03-15,Colombo Fort - Matara,Disability Concession,126,0,,47.5,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107664,PSG101379,Kasun Rathnayake,2024-03-15,Colombo Fort - Kandy,Student Concession,168,0,,34.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107667,PSG102143,Hansika de Zoysa,2024-03-15,Colombo Fort - Badulla,Full Fare,180,0,,31.2,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107666,PSG101686,Lasith Karunaratne,2024-03-15,Kandy - Badulla (Upcountry local),Full Fare,420,0,,19.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107663,PSG101751,Lasith Bandara,2024-03-15,Colombo Fort - Negombo (Coastal Line local),Full Fare,420,0,,53.6,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN107670,PSG101850,Ruwan Bandara,2024-03-16,Colombo Fort - Galle,Student Concession,72,0,,50.6,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107668,PSG101800,Ravindu Amarasinghe,2024-03-16,Colombo Fort - Negombo (Coastal Line local),Season Ticket,90,0,,36.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107672,PSG100336,Chathurika Fernando,2024-03-16,Colombo Fort - Anuradhapura,Season Ticket,475,0,,35.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107673,PSG102700,Sanduni Ekanayake,2024-03-16,Colombo Fort - Anuradhapura,Disability Concession,126,0,,53.6,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107675,PSG102296,Sunil Herath,2024-03-16,Colombo Fort - Jaffna,Full Fare,420,0,,22.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107669,PSG100837,Hansika Rajapaksha,2024-03-16,Colombo Fort - Kurunegala,Full Fare,420,0,,26.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107674,PSG101187,Anushka Rajapaksha,2024-03-16,Colombo Fort - Ratnapura Line,Government Employee Concession,252,0,,28.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107671,PSG101911,Kavindi Jayawardena,2024-03-16,Colombo Fort - Trincomalee,Student Concession,72,0,,21.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107682,PSG100788,Kavindi Kumara,2024-03-17,Kandy - Badulla (Upcountry local),Full Fare,180,0,,23.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107677,PSG101230,Kasun Bandara,2024-03-17,Colombo Fort - Matara,Student Concession,72,0,,20.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107676,PSG102974,Gayan Karunaratne,2024-03-17,Colombo Fort - Ratnapura Line,Government Employee Concession,108,0,,42.8,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN107681,PSG100639,Nimal Wijesekara,2024-03-17,Kandy - Badulla (Upcountry local),Senior Citizen Concession,90,0,,36.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107683,PSG101911,Kavindi Jayawardena,2024-03-17,Maradana - Puttalam,Full Fare,180,0,,13.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107680,PSG101953,Hansika Rajapaksha,2024-03-17,Colombo Fort - Anuradhapura,Student Concession,72,0,,38.4,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107679,PSG102850,Dilani Dissanayake,2024-03-17,Colombo Fort - Anuradhapura,Government Employee Concession,231,1,Abnormal Concession Usage,71.6,High,Fare paid does not match official concession rate; Passenger has multiple prior fraud incidents,Abnormal Concession Usage
TXN107678,PSG100497,Nadeesha Amarasinghe,2024-03-17,Colombo Fort - Badulla,Season Ticket,475,0,,67.2,High,Passenger has multiple prior fraud incidents,Unclassified
TXN107686,PSG102797,Sanduni Dissanayake,2024-03-18,Colombo Fort - Ratnapura Line,Full Fare,180,0,,15.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107684,PSG102724,Nuwan Jayawardena,2024-03-18,Colombo Fort - Kurunegala,Full Fare,420,0,,20.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107687,PSG101178,Nuwan Bandara,2024-03-18,Colombo Fort - Trincomalee,Full Fare,180,0,,12.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107685,PSG103092,Chamara Wijesekara,2024-03-18,Colombo Fort - Kurunegala,Student Concession,72,0,,33.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107693,PSG100223,Lasith Rajapaksha,2024-03-19,Maradana - Puttalam,Government Employee Concession,570,0,,41.7,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107688,PSG101882,Nuwan Rathnayake,2024-03-19,Colombo Fort - Vavuniya,Student Concession,72,0,,15.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107690,PSG100304,Chaminda Wijesekara,2024-03-19,Colombo Fort - Kandy,Senior Citizen Concession,90,0,,22.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107691,PSG103063,Ruwan Wijesekara,2024-03-19,Colombo Fort - Negombo (Coastal Line local),Senior Citizen Concession,90,0,,14.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107689,PSG100626,Sunil Kumara,2024-03-19,Colombo Fort - Matara,Full Fare,950,0,,16.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107692,PSG100068,Dilani Perera,2024-03-19,Colombo Fort - Negombo (Coastal Line local),Full Fare,420,0,,15.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107704,PSG100531,Ruwan Herath,2024-03-20,Colombo Fort - Anuradhapura,Senior Citizen Concession,475,0,,44.3,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107702,PSG102604,Ishara Perera,2024-03-20,Colombo Fort - Trincomalee,Full Fare,420,0,,30.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107699,PSG100826,Kamal Senanayake,2024-03-20,Colombo Fort - Matara,Full Fare,180,0,,19.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107703,PSG102771,Dinesh Kumara,2024-03-20,Maradana - Puttalam,Full Fare,180,0,,9.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107698,PSG100369,Sachini Wijesekara,2024-03-20,Kandy - Badulla (Upcountry local),Full Fare,180,0,,4.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107700,PSG100917,Nuwan Silva,2024-03-20,Colombo Fort - Kurunegala,Student Concession,72,0,,34.8,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN107701,PSG102175,Dilani Senanayake,2024-03-20,Colombo Fort - Galle,Full Fare,180,0,,12.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107695,PSG100955,Sunil Wijesekara,2024-03-20,Colombo Fort - Vavuniya,Season Ticket,90,0,,14.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107696,PSG101984,Sithumini Amarasinghe,2024-03-20,Maradana - Puttalam,Full Fare,180,1,Ticket Reuse,50.2,Medium,Ticket scanned multiple times (possible reuse),Ticket Reuse
TXN107694,PSG100048,Ashan Ekanayake,2024-03-20,Kandy - Badulla (Upcountry local),Student Concession,72,0,,46.8,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107697,PSG101948,Nadeesha Perera,2024-03-20,Colombo Fort - Jaffna,Full Fare,180,0,,22.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107710,PSG101072,Kasun Rathnayake,2024-03-21,Colombo Fort - Badulla,Government Employee Concession,108,0,,21.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107709,PSG100267,Sithumini Jayawardena,2024-03-21,Colombo Fort - Trincomalee,Full Fare,180,0,,11.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107711,PSG100315,Sachini Wickramasinghe,2024-03-21,Colombo Fort - Kandy,Full Fare,420,0,,15.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107708,PSG103096,Ashan Fernando,2024-03-21,Maradana - Puttalam,Full Fare,420,0,,16.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107707,PSG101248,Piyumi Wijesekara,2024-03-21,Maradana - Puttalam,Student Concession,72,0,,21.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN107706,PSG101659,Ashan Perera,2024-03-21,Kandy - Badulla (Upcountry local),Full Fare,950,0,,34.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
