transaction_id,passenger_id,passenger_name,date,time,day_of_week,route,travel_class,ticket_type,standard_fare_lkr,fare_paid_lkr,payment_method,booking_channel,seat_number,ticket_scan_count,inspection_status,is_fraud,fraud_type
TXN102282,PSG100489,Kasun Senanayake,2021-09-16T00:00:00,19:07,Thursday,Colombo Fort - Kandy,3rd Class,Student Concession,180,72,Online,Online,68.0,1,Inspected,0,None
TXN102281,PSG102337,Piyumi Dissanayake,2021-09-16T00:00:00,20:15,Thursday,Colombo Fort - Trincomalee,2nd Class,Government Employee Concession,420,252,Cash,Station Counter,,1,Inspected,0,None
TXN102284,PSG102836,Gayan Amarasinghe,2021-09-16T00:00:00,20:59,Thursday,Kandy - Badulla (Upcountry local),3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102285,PSG102115,Sunil Abeywardena,2021-09-17T00:00:00,11:50,Friday,Colombo Fort - Ratnapura Line,3rd Class,Government Employee Concession,180,108,Cash,Station Counter,,1,Inspected,0,None
TXN102286,PSG101468,Malsha Herath,2021-09-17T00:00:00,20:18,Friday,Colombo Fort - Ratnapura Line,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN102293,PSG101395,Gayan Jayawardena,2021-09-18T00:00:00,05:04,Saturday,Colombo Fort - Trincomalee,2nd Class,Government Employee Concession,420,252,Online,Online,206.0,1,Not Inspected,0,None
TXN102289,PSG100748,Kavindi Kumara,2021-09-18T00:00:00,07:46,Saturday,Maradana - Puttalam,3rd Class,Full Fare,180,180,Online,Online,48.0,1,Not Inspected,0,None
TXN102288,PSG100968,Tharindu Senanayake,2021-09-18T00:00:00,09:36,Saturday,Colombo Fort - Trincomalee,1st Class,Senior Citizen Concession,950,475,Cash,Station Counter,,1,Not Inspected,0,None
TXN102292,PSG100300,Dilani Kumara,2021-09-18T00:00:00,13:05,Saturday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN102287,PSG101291,Dinesh Ekanayake,2021-09-18T00:00:00,14:55,Saturday,Colombo Fort - Anuradhapura,3rd Class,Full Fare,180,180,Online,Online,78.0,1,Inspected,0,None
TXN102291,PSG101914,Anushka Jayawardena,2021-09-18T00:00:00,15:32,Saturday,Colombo Fort - Trincomalee,3rd Class,Senior Citizen Concession,180,90,Online,Online,400.0,1,Not Inspected,0,None
TXN102290,PSG102057,Dinesh Weerasinghe,2021-09-18T00:00:00,20:53,Saturday,Colombo Fort - Badulla,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN102295,PSG100118,Chathurika Rathnayake,2021-09-19T00:00:00,09:55,Sunday,Kandy - Badulla (Upcountry local),2nd Class,Student Concession,420,168,Online,Online,173.0,1,Inspected,0,None
TXN102297,PSG100492,Sithumini Ekanayake,2021-09-19T00:00:00,10:35,Sunday,Colombo Fort - Kandy,2nd Class,Student Concession,420,168,Cash,Station Counter,,1,Not Inspected,0,None
TXN102298,PSG100812,Kavindi Rajapaksha,2021-09-19T00:00:00,11:27,Sunday,Kandy - Badulla (Upcountry local),3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102296,PSG102015,Kavindi Karunaratne,2021-09-19T00:00:00,16:35,Sunday,Colombo Fort - Kurunegala,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102300,PSG100300,Dilani Kumara,2021-09-19T00:00:00,18:39,Sunday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102299,PSG102113,Ravindu Amarasinghe,2021-09-19T00:00:00,19:32,Sunday,Colombo Fort - Negombo (Coastal Line local),2nd Class,Full Fare,420,420,Online,Online,393.0,1,Inspected,0,None
TXN102294,PSG101336,Sanduni Jayawardena,2021-09-19T00:00:00,20:44,Sunday,Colombo Fort - Ratnapura Line,2nd Class,Full Fare,420,420,Online,Online,,1,Inspected,1,Suspicious Resale
TXN102301,PSG102700,Sanduni Ekanayake,2021-09-20T00:00:00,08:26,Monday,Colombo Fort - Ratnapura Line,3rd Class,Disability Concession,180,54,Online,Online,153.0,1,Inspected,0,None
TXN102304,PSG100784,Roshan Rajapaksha,2021-09-21T00:00:00,05:35,Tuesday,Colombo Fort - Kandy,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN102303,PSG101090,Anushka Bandara,2021-09-21T00:00:00,08:55,Tuesday,Kandy - Badulla (Upcountry local),3rd Class,Full Fare,180,180,Online,Station Counter,,1,Not Inspected,0,None
TXN102308,PSG100854,Ashan Bandara,2021-09-21T00:00:00,09:43,Tuesday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Online,Online,395.0,1,Inspected,0,None
TXN102306,PSG102321,Gayan Fernando,2021-09-21T00:00:00,10:14,Tuesday,Colombo Fort - Matara,1st Class,Government Employee Concession,950,570,Cash,Station Counter,,1,Not Inspected,0,None
TXN102302,PSG100095,Anushka Amarasinghe,2021-09-21T00:00:00,11:54,Tuesday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Online,Online,278.0,1,Inspected,0,None
TXN102307,PSG100077,Ravindu Ekanayake,2021-09-21T00:00:00,12:58,Tuesday,Colombo Fort - Anuradhapura,3rd Class,Student Concession,180,72,Online,Online,240.0,1,Inspected,0,None
TXN102305,PSG100196,Tharindu Senanayake,2021-09-21T00:00:00,15:27,Tuesday,Colombo Fort - Kurunegala,3rd Class,Disability Concession,180,54,Online,Online,315.0,1,Inspected,0,None
TXN102310,PSG100357,Roshan Kumara,2021-09-22T00:00:00,05:22,Wednesday,Colombo Fort - Matara,3rd Class,Disability Concession,180,54,Cash,Station Counter,,1,Not Inspected,0,None
TXN102311,PSG100276,Piyumi Wickramasinghe,2021-09-22T00:00:00,11:47,Wednesday,Colombo Fort - Kandy,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN102309,PSG101437,Tharindu Karunaratne,2021-09-22T00:00:00,15:32,Wednesday,Colombo Fort - Badulla,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN102313,PSG102875,Yasas Bandara,2021-09-23T00:00:00,09:19,Thursday,Colombo Fort - Vavuniya,1st Class,Full Fare,950,950,Cash,Station Counter,,1,Not Inspected,0,None
TXN102315,PSG102459,Sanduni Karunaratne,2021-09-23T00:00:00,10:07,Thursday,Colombo Fort - Kandy,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102314,PSG101128,Malsha Ekanayake,2021-09-23T00:00:00,10:51,Thursday,Maradana - Puttalam,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Inspected,0,None
TXN102316,PSG100760,Sanduni Herath,2021-09-23T00:00:00,13:52,Thursday,Colombo Fort - Jaffna,1st Class,Season Ticket,950,475,Online,Online,62.0,1,Not Inspected,0,None
TXN102312,PSG102132,Sithumini Rajapaksha,2021-09-23T00:00:00,15:52,Thursday,Colombo Fort - Kurunegala,2nd Class,Season Ticket,420,210,Cash,Station Counter,,1,Not Inspected,0,None
TXN102318,PSG100741,Dinesh Silva,2021-09-24T00:00:00,05:46,Friday,Colombo Fort - Badulla,2nd Class,Senior Citizen Concession,420,210,Cash,Station Counter,,1,Not Inspected,0,None
TXN102317,PSG100744,Saman Karunaratne,2021-09-24T00:00:00,12:37,Friday,Colombo Fort - Matara,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102323,PSG101810,Chaminda Bandara,2021-09-25T00:00:00,05:19,Saturday,Colombo Fort - Kurunegala,2nd Class,Student Concession,420,168,Cash,Station Counter,,1,Inspected,0,None
TXN102322,PSG100561,Dinesh Bandara,2021-09-25T00:00:00,07:20,Saturday,Colombo Fort - Kurunegala,3rd Class,Full Fare,180,180,Online,Online,230.0,1,Not Inspected,0,None
TXN102321,PSG102916,Piyumi Bandara,2021-09-25T00:00:00,12:23,Saturday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN102320,PSG102632,Piyumi Wijesekara,2021-09-25T00:00:00,14:57,Saturday,Colombo Fort - Jaffna,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102324,PSG100139,Kamal Fernando,2021-09-25T00:00:00,15:00,Saturday,Colombo Fort - Vavuniya,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102319,PSG100098,Kasun Silva,2021-09-25T00:00:00,15:08,Saturday,Colombo Fort - Kandy,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102330,PSG100958,Dinesh Weerasinghe,2021-09-26T00:00:00,10:29,Sunday,Colombo Fort - Kurunegala,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN102326,PSG100976,Sunil Weerasinghe,2021-09-26T00:00:00,12:28,Sunday,Colombo Fort - Badulla,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN102328,PSG101597,Sachini Jayawardena,2021-09-26T00:00:00,12:51,Sunday,Colombo Fort - Matara,3rd Class,Full Fare,180,180,Online,Online,106.0,1,Not Inspected,0,None
TXN102329,PSG100033,Roshan Dissanayake,2021-09-26T00:00:00,13:22,Sunday,Colombo Fort - Batticaloa,1st Class,Senior Citizen Concession,950,475,Online,Station Counter,,1,Inspected,0,None
TXN102325,PSG100031,Kasun Rajapaksha,2021-09-26T00:00:00,14:44,Sunday,Colombo Fort - Matara,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN102327,PSG101539,Priyantha Rathnayake,2021-09-26T00:00:00,15:37,Sunday,Colombo Fort - Galle,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102334,PSG100517,Kamal Herath,2021-09-27T00:00:00,10:02,Monday,Colombo Fort - Trincomalee,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102338,PSG103138,Sunil Kumara,2021-09-27T00:00:00,10:25,Monday,Colombo Fort - Kurunegala,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN102333,PSG101317,Sunil Perera,2021-09-27T00:00:00,11:16,Monday,Colombo Fort - Galle,3rd Class,Season Ticket,180,90,Online,Online,178.0,1,Not Inspected,0,None
TXN102335,PSG101474,Nadeesha Karunaratne,2021-09-27T00:00:00,11:55,Monday,Maradana - Puttalam,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102331,PSG102215,Roshan Fernando,2021-09-27T00:00:00,12:38,Monday,Colombo Fort - Batticaloa,2nd Class,Season Ticket,420,210,Cash,Station Counter,,1,Not Inspected,0,None
TXN102337,PSG100728,Chaminda Weerasinghe,2021-09-27T00:00:00,13:42,Monday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Season Ticket,180,90,Online,Station Counter,,1,Not Inspected,0,None
TXN102336,PSG101176,Hansika Weerasinghe,2021-09-27T00:00:00,14:26,Monday,Colombo Fort - Kandy,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102332,PSG100610,Chathurika Senanayake,2021-09-27T00:00:00,16:55,Monday,Colombo Fort - Anuradhapura,2nd Class,Season Ticket,420,210,Cash,Station Counter,,1,Inspected,0,None
TXN102345,PSG100417,Sanduni Kumara,2021-09-28T00:00:00,05:55,Tuesday,Kandy - Badulla (Upcountry local),3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102343,PSG101852,Gayan Karunaratne,2021-09-28T00:00:00,07:29,Tuesday,Colombo Fort - Matara,3rd Class,Senior Citizen Concession,180,90,Online,Station Counter,,1,Inspected,0,None
TXN102340,PSG103063,Ruwan Wijesekara,2021-09-28T00:00:00,10:38,Tuesday,Maradana - Puttalam,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102341,PSG102399,Tharindu Senanayake,2021-09-28T00:00:00,11:11,Tuesday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Online,Online,330.0,1,Not Inspected,0,None
TXN102347,PSG102957,Nadeesha Perera,2021-09-28T00:00:00,11:15,Tuesday,Colombo Fort - Kurunegala,2nd Class,Senior Citizen Concession,420,210,Cash,Station Counter,,1,Not Inspected,0,None
TXN102342,PSG100300,Dilani Kumara,2021-09-28T00:00:00,11:17,Tuesday,Colombo Fort - Kandy,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102346,PSG102874,Roshan Silva,2021-09-28T00:00:00,11:44,Tuesday,Colombo Fort - Anuradhapura,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Inspected,0,None
TXN102339,PSG100497,Nadeesha Amarasinghe,2021-09-28T00:00:00,12:18,Tuesday,Colombo Fort - Negombo (Coastal Line local),2nd Class,Student Concession,420,168,Online,Station Counter,,1,Inspected,0,None
TXN102344,PSG102907,Sithumini Fernando,2021-09-28T00:00:00,14:42,Tuesday,Colombo Fort - Jaffna,3rd Class,Season Ticket,180,90,Online,Online,282.0,1,Not Inspected,0,None
TXN102348,PSG102566,Ishara Perera,2021-09-29T00:00:00,15:09,Wednesday,Colombo Fort - Vavuniya,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Inspected,0,None
TXN102352,PSG102870,Sachini Amarasinghe,2021-09-30T00:00:00,05:00,Thursday,Maradana - Puttalam,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102350,PSG101566,Sachini Fernando,2021-09-30T00:00:00,10:43,Thursday,Colombo Fort - Galle,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Inspected,0,None
TXN102349,PSG101458,Dilani Abeywardena,2021-09-30T00:00:00,12:47,Thursday,Maradana - Puttalam,3rd Class,Full Fare,180,180,Online,Online,326.0,1,Inspected,0,None
TXN102351,PSG101820,Hansika Abeywardena,2021-09-30T00:00:00,14:59,Thursday,Kandy - Badulla (Upcountry local),3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN102354,PSG100471,Roshan Weerasinghe,2021-10-01T00:00:00,11:09,Friday,Colombo Fort - Trincomalee,1st Class,Season Ticket,950,475,Online,Online,393.0,1,Not Inspected,0,None
TXN102353,PSG102222,Sachini Rathnayake,2021-10-01T00:00:00,12:55,Friday,Colombo Fort - Anuradhapura,3rd Class,Season Ticket,180,90,Online,Online,90.0,1,Inspected,0,None
TXN102355,PSG101276,Priyantha Jayawardena,2021-10-01T00:00:00,16:28,Friday,Kandy - Badulla (Upcountry local),1st Class,Full Fare,950,950,Cash,Station Counter,,1,Inspected,0,None
TXN102356,PSG101644,Chamara Jayawardena,2021-10-02T00:00:00,06:17,Saturday,Kandy - Badulla (Upcountry local),3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN102357,PSG101437,Tharindu Karunaratne,2021-10-02T00:00:00,11:56,Saturday,Colombo Fort - Kurunegala,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN102358,PSG100234,Chamara Abeywardena,2021-10-03T00:00:00,12:32,Sunday,Colombo Fort - Vavuniya,3rd Class,Full Fare,180,180,Online,Online,149.0,1,Inspected,0,None
TXN102359,PSG100656,Malsha Wijesekara,2021-10-03T00:00:00,20:25,Sunday,Colombo Fort - Trincomalee,3rd Class,Student Concession,180,72,Online,Online,99.0,1,Not Inspected,0,None
TXN102363,PSG102491,Chamara Rathnayake,2021-10-04T00:00:00,08:19,Monday,Maradana - Puttalam,1st Class,Full Fare,950,950,Online,Online,74.0,1,Not Inspected,0,None
TXN102362,PSG100111,Hansika Bandara,2021-10-04T00:00:00,08:47,Monday,Colombo Fort - Galle,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102365,PSG101739,Nuwan Kumara,2021-10-04T00:00:00,09:23,Monday,Kandy - Badulla (Upcountry local),3rd Class,Senior Citizen Concession,180,90,Online,Online,276.0,1,Not Inspected,0,None
TXN102361,PSG100267,Sithumini Jayawardena,2021-10-04T00:00:00,11:04,Monday,Maradana - Puttalam,3rd Class,Student Concession,180,72,Online,Online,103.0,1,Inspected,0,None
TXN102366,PSG103112,Tharindu Herath,2021-10-04T00:00:00,13:56,Monday,Colombo Fort - Kandy,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN102360,PSG100232,Nimal Rajapaksha,2021-10-04T00:00:00,19:45,Monday,Colombo Fort - Galle,3rd Class,Student Concession,180,72,Online,Online,211.0,1,Not Inspected,0,None
TXN102364,PSG101651,Dilani Gunawardena,2021-10-04T00:00:00,20:27,Monday,Colombo Fort - Anuradhapura,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102371,PSG102893,Chathurika Amarasinghe,2021-10-05T00:00:00,05:51,Tuesday,Kandy - Badulla (Upcountry local),1st Class,Government Employee Concession,950,570,Online,Online,310.0,1,Not Inspected,0,None
TXN102368,PSG100102,Ravindu Gunawardena,2021-10-05T00:00:00,11:02,Tuesday,Colombo Fort - Kandy,1st Class,Government Employee Concession,950,570,Online,Online,261.0,1,Inspected,0,None
TXN102367,PSG100307,Anushka Amarasinghe,2021-10-05T00:00:00,11:15,Tuesday,Colombo Fort - Trincomalee,1st Class,Government Employee Concession,950,570,Online,Station Counter,,1,Inspected,0,None
TXN102369,PSG100562,Sanduni de Zoysa,2021-10-05T00:00:00,15:53,Tuesday,Colombo Fort - Kandy,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102370,PSG101804,Dilani Ekanayake,2021-10-05T00:00:00,16:55,Tuesday,Colombo Fort - Matara,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102372,PSG100857,Chathurika Wijesekara,2021-10-06T00:00:00,18:15,Wednesday,Colombo Fort - Jaffna,2nd Class,Full Fare,420,420,Online,Online,99.0,1,Inspected,0,None
TXN102378,PSG101751,Lasith Bandara,2021-10-07T00:00:00,08:50,Thursday,Colombo Fort - Anuradhapura,1st Class,Season Ticket,950,475,Cash,Station Counter,,1,Not Inspected,0,None
TXN102379,PSG102434,Roshan Ekanayake,2021-10-07T00:00:00,09:43,Thursday,Colombo Fort - Matara,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN102377,PSG102129,Dilani Perera,2021-10-07T00:00:00,09:49,Thursday,Colombo Fort - Jaffna,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN102375,PSG100960,Tharindu Karunaratne,2021-10-07T00:00:00,11:19,Thursday,Colombo Fort - Batticaloa,2nd Class,Senior Citizen Concession,420,210,Cash,Station Counter,,1,Inspected,0,None
TXN102376,PSG100738,Ishara Dissanayake,2021-10-07T00:00:00,13:40,Thursday,Kandy - Badulla (Upcountry local),2nd Class,Full Fare,420,420,Online,Station Counter,,1,Not Inspected,0,None
TXN102374,PSG101739,Nuwan Kumara,2021-10-07T00:00:00,14:03,Thursday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102380,PSG101957,Malsha Fernando,2021-10-07T00:00:00,14:47,Thursday,Colombo Fort - Batticaloa,1st Class,Senior Citizen Concession,950,380,Cash,Station Counter,,1,Not Inspected,1,Abnormal Concession Usage
TXN102381,PSG101793,Ravindu Ekanayake,2021-10-07T00:00:00,15:23,Thursday,Colombo Fort - Galle,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN102373,PSG102031,Dilani Karunaratne,2021-10-07T00:00:00,18:00,Thursday,Colombo Fort - Badulla,2nd Class,Full Fare,420,420,Online,Online,365.0,1,Inspected,0,None
TXN102382,PSG101055,Dinesh Ekanayake,2021-10-08T00:00:00,14:08,Friday,Colombo Fort - Vavuniya,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102383,PSG100676,Ishara Abeywardena,2021-10-08T00:00:00,14:16,Friday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Season Ticket,180,90,Online,Online,1.0,1,Inspected,0,None
TXN102386,PSG102928,Ishara Dissanayake,2021-10-08T00:00:00,14:35,Friday,Colombo Fort - Kurunegala,3rd Class,Full Fare,180,180,Online,Online,235.0,1,Not Inspected,0,None
TXN102387,PSG101335,Malsha Wijesekara,2021-10-08T00:00:00,14:58,Friday,Colombo Fort - Jaffna,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102384,PSG100676,Ishara Abeywardena,2021-10-08T00:00:00,16:42,Friday,Kandy - Badulla (Upcountry local),2nd Class,Senior Citizen Concession,420,210,Online,Online,207.0,1,Not Inspected,0,None
TXN102385,PSG100485,Dinesh Rathnayake,2021-10-08T00:00:00,19:19,Friday,Colombo Fort - Matara,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN102390,PSG102712,Lasith Bandara,2021-10-09T00:00:00,07:08,Saturday,Colombo Fort - Jaffna,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN102388,PSG100836,Dinesh Kumara,2021-10-09T00:00:00,08:25,Saturday,Colombo Fort - Jaffna,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Inspected,0,None
TXN102389,PSG100755,Kasun Bandara,2021-10-09T00:00:00,12:30,Saturday,Maradana - Puttalam,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Inspected,0,None
TXN102392,PSG102739,Sunil Senanayake,2021-10-10T00:00:00,08:50,Sunday,Colombo Fort - Matara,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Inspected,0,None
TXN102394,PSG102254,Ashan Rajapaksha,2021-10-10T00:00:00,14:28,Sunday,Colombo Fort - Kandy,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Not Inspected,0,None
TXN102393,PSG100370,Piyumi Kumara,2021-10-10T00:00:00,18:40,Sunday,Colombo Fort - Matara,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN102391,PSG100440,Sunil Wijesekara,2021-10-10T00:00:00,20:08,Sunday,Maradana - Puttalam,3rd Class,Disability Concession,180,54,Cash,Station Counter,,1,Not Inspected,0,None
TXN102399,PSG102325,Tharindu Rajapaksha,2021-10-11T00:00:00,07:27,Monday,Colombo Fort - Kandy,3rd Class,Government Employee Concession,180,108,Cash,Station Counter,,1,Inspected,0,None
TXN102396,PSG100038,Lasith Bandara,2021-10-11T00:00:00,11:25,Monday,Colombo Fort - Kandy,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102397,PSG102422,Sachini Kumara,2021-10-11T00:00:00,12:36,Monday,Colombo Fort - Kandy,3rd Class,Season Ticket,180,90,Online,Online,5.0,1,Not Inspected,0,None
TXN102395,PSG101849,Dinesh Kumara,2021-10-11T00:00:00,15:36,Monday,Maradana - Puttalam,3rd Class,Government Employee Concession,180,108,Cash,Station Counter,,1,Not Inspected,0,None
TXN102398,PSG100958,Dinesh Weerasinghe,2021-10-11T00:00:00,18:03,Monday,Colombo Fort - Trincomalee,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Inspected,0,None
TXN102402,PSG100340,Hansika Silva,2021-10-12T00:00:00,05:29,Tuesday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Inspected,0,None
TXN102403,PSG100557,Chamara Weerasinghe,2021-10-12T00:00:00,08:03,Tuesday,Colombo Fort - Kurunegala,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102401,PSG102800,Kasun Rajapaksha,2021-10-12T00:00:00,11:44,Tuesday,Maradana - Puttalam,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Inspected,0,None
TXN102400,PSG101234,Nimal Bandara,2021-10-12T00:00:00,14:59,Tuesday,Colombo Fort - Galle,2nd Class,Full Fare,420,420,Online,Online,99.0,1,Not Inspected,0,None
TXN102404,PSG102738,Ashan Herath,2021-10-12T00:00:00,17:26,Tuesday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Online,Station Counter,,1,Inspected,0,None
TXN102406,PSG102884,Ishara Karunaratne,2021-10-13T00:00:00,06:34,Wednesday,Colombo Fort - Kandy,2nd Class,Full Fare,420,420,Online,Online,371.0,1,Not Inspected,0,None
TXN102405,PSG101966,Hansika Herath,2021-10-13T00:00:00,06:58,Wednesday,Colombo Fort - Galle,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN102407,PSG101503,Sithumini Rathnayake,2021-10-13T00:00:00,12:44,Wednesday,Colombo Fort - Ratnapura Line,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN102408,PSG101616,Anushka Perera,2021-10-13T00:00:00,16:08,Wednesday,Colombo Fort - Galle,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN102409,PSG101101,Kamal Wickramasinghe,2021-10-14T00:00:00,05:01,Thursday,Colombo Fort - Badulla,1st Class,Senior Citizen Concession,950,475,Online,Online,68.0,1,Inspected,1,Suspicious Resale
TXN102412,PSG103084,Piyumi Kumara,2021-10-14T00:00:00,14:23,Thursday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN102411,PSG100932,Sanduni Rathnayake,2021-10-14T00:00:00,15:48,Thursday,Colombo Fort - Anuradhapura,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN102410,PSG100957,Lasith Karunaratne,2021-10-14T00:00:00,17:51,Thursday,Kandy - Badulla (Upcountry local),2nd Class,Full Fare,420,420,Online,Online,,1,Not Inspected,1,Suspicious Resale
TXN102413,PSG100016,Sunil Senanayake,2021-10-15T00:00:00,15:41,Friday,Colombo Fort - Kandy,3rd Class,Government Employee Concession,180,108,Cash,Station Counter,,1,Not Inspected,0,None
TXN102416,PSG103138,Sunil Kumara,2021-10-16T00:00:00,06:22,Saturday,Colombo Fort - Kurunegala,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Inspected,0,None
TXN102414,PSG100689,Nadeesha Karunaratne,2021-10-16T00:00:00,07:24,Saturday,Colombo Fort - Ratnapura Line,3rd Class,Full Fare,180,180,Online,Online,345.0,1,Not Inspected,0,None
TXN102415,PSG102551,Ashan Weerasinghe,2021-10-16T00:00:00,08:58,Saturday,Colombo Fort - Matara,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN102417,PSG102106,Nuwan Herath,2021-10-16T00:00:00,11:38,Saturday,Maradana - Puttalam,2nd Class,Full Fare,420,420,Online,Online,151.0,1,Not Inspected,0,None
TXN102419,PSG101383,Tharindu Rajapaksha,2021-10-17T00:00:00,05:57,Sunday,Colombo Fort - Kurunegala,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN102420,PSG101509,Sithumini Herath,2021-10-17T00:00:00,06:00,Sunday,Colombo Fort - Kandy,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Not Inspected,0,None
TXN102418,PSG101309,Chathurika Abeywardena,2021-10-17T00:00:00,11:05,Sunday,Colombo Fort - Badulla,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN102423,PSG101551,Nimal Rathnayake,2021-10-18T00:00:00,05:50,Monday,Kandy - Badulla (Upcountry local),3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
